Case Id,Prefix length,Trace Prefix Act,Ground truth,Predicted,Damerau-Levenshtein,Jaccard,Weight
Case 2611,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2613,1,¡,¢¥¥¥££¤,¢£¤,0.4285714285714286,0.75,0.0
Case 2614,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2616,1,¡,¥£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 262,1,¡,¢¥£¥£¤,¢£¤,0.5,0.75,0.0
Case 2620,1,¡,¢­£¤,¢£¤,0.75,0.75,0.0
Case 2622,1,¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2625,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 2631,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2634,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 2643,1,¡,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 265,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 2659,1,¡,¢¥¥¢£¤,¢£¤,0.5,0.75,0.0
Case 2665,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2666,1,¡,¡¢¥¥£¤,¢£¤,0.5,0.6,0.0
Case 2667,1,¡,¢¥¥£¢¥£¤,¢£¤,0.375,0.75,0.0
Case 2668,1,¡,¡¢­£¤,¢£¤,0.6,0.6,0.0
Case 2674,1,¡,¢¥¢£¤,¢£¤,0.6,0.75,0.0
Case 2676,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 2681,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2686,1,¢,£¤,£¤,1.0,1.0,0.0
Case 2700,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2713,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2714,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 2716,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2720,1,¡,¢­£¤,¢£¤,0.75,0.75,0.0
Case 2721,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2734,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2741,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 2765,1,¡,¢¥¥£¤,¢£¤,0.6,0.75,0.0
Case 2770,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 2774,1,¡,££¢£¤,¢£¤,0.6,1.0,0.0
Case 2776,1,¢,¥¢¥£¤,£¤,0.4,0.5,0.0
Case 2777,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2788,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2789,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 2791,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 2797,1,¢,£¤,£¤,1.0,1.0,0.0
Case 28,1,¡,¢¦­­£,¢£¤,0.19999999999999996,0.4,0.0
Case 2814,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 282,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 2826,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2834,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2839,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2847,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 2848,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2849,1,¡,££¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2851,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 2854,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 286,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 2860,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2866,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2873,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2875,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2881,1,¡,­­£¤,¢£¤,0.5,0.5,0.0
Case 2891,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2897,1,¡,¢­¢£¤,¢£¤,0.6,0.75,0.0
Case 2905,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 2908,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 2910,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2918,1,¡,¢­¢£¤,¢£¤,0.6,0.75,0.0
Case 292,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 2931,1,¡,¢¥­££¤,¢£¤,0.5,0.6,0.0
Case 2932,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2934,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2949,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2956,1,¡,¥£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 296,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2962,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2964,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2966,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2968,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2970,1,¡,¢­¥£¤,¢£¤,0.6,0.6,0.0
Case 2971,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 2975,1,¡,¥¡¢¥¥¢£¤,¢£¤,0.375,0.6,0.0
Case 2981,1,¡,¡¢­­£¤,¢£¤,0.5,0.6,0.0
Case 2984,1,¡,¢££¤,¢£¤,0.75,1.0,0.0
Case 2988,1,¡,££¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 299,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2992,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3002,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3008,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3009,1,¡,¢¥¢£¤,¢£¤,0.6,0.75,0.0
Case 3010,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3013,1,¡,¢¢¥£¤,¢£¤,0.6,0.75,0.0
Case 3015,1,¡,¢­£¤,¢£¤,0.75,0.75,0.0
Case 3016,1,¡,¡¢£¤,¢£¤,0.75,0.75,0.0
Case 3021,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3027,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3034,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3035,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3037,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3038,1,¡,¢¥¢¥£¤,¢£¤,0.5,0.75,0.0
Case 3043,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3044,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3046,1,¡,¥£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 3056,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3058,1,¡,¢­££¤,¢£¤,0.6,0.75,0.0
Case 3059,1,¡,¢­£¤,¢£¤,0.75,0.75,0.0
Case 3061,1,¡,¢­£¤,¢£¤,0.75,0.75,0.0
Case 3071,1,¡,¢¦­£¤,¢£¤,0.6,0.6,0.0
Case 3073,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3077,1,¡,­£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 3078,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 308,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3082,1,¡,¡¢¥£¤,¢£¤,0.6,0.6,0.0
Case 3083,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3086,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3095,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 31,1,¡,¢¦­£¤,¢£¤,0.6,0.6,0.0
Case 3103,1,¡,¢­£¤,¢£¤,0.75,0.75,0.0
Case 3112,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3113,1,¡,¢¥¥¢¥£¤,¢£¤,0.4285714285714286,0.75,0.0
Case 3118,1,¡,¢¥¥¦£¤,¢£¤,0.5,0.6,0.0
Case 3121,1,¡,¢£¡¢£¤,¢£¤,0.5,0.75,0.0
Case 3126,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3128,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 313,1,¡,¢¥­¥££¤,¢£¤,0.4285714285714286,0.6,0.0
Case 3139,1,¡,¢­¢£¤,¢£¤,0.6,0.75,0.0
Case 3142,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3145,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3148,1,¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 317,1,¡,¢­£¤,¢£¤,0.75,0.75,0.0
Case 3172,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3176,1,¡,¢­¥£¤,¢£¤,0.6,0.6,0.0
Case 3180,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3182,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3184,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3186,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3188,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3192,1,¡,¢¦£¤,¢£¤,0.75,0.75,0.0
Case 3212,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3214,1,¡,¢¦£¤,¢£¤,0.75,0.75,0.0
Case 3222,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3226,1,¡,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3229,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 323,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3231,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3233,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3239,1,¡,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 324,1,¢,£¤,£¤,1.0,1.0,0.0
Case 3240,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3249,1,¡,¢­­¢££¤,¢£¤,0.4285714285714286,0.75,0.0
Case 3251,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3253,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3254,1,¡,¢¥,¢£¤,0.33333333333333337,0.25,0.0
Case 326,1,¡,¢­­£¤,¢£¤,0.6,0.75,0.0
Case 3260,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3262,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3273,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3276,1,¡,¢­£¤,¢£¤,0.75,0.75,0.0
Case 3288,1,¡,¢¥££¤,¢£¤,0.6,0.75,0.0
Case 3289,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3294,1,¡,¢¥¢£¤,¢£¤,0.6,0.75,0.0
Case 33,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 331,1,¡,¢­£¤,¢£¤,0.75,0.75,0.0
Case 3314,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3315,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 332,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3323,1,¡,¢¦­­£,¢£¤,0.19999999999999996,0.4,0.0
Case 3324,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 333,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3331,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3334,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3336,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3338,1,¡,­£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 3341,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3344,1,¡,££¢££¤,¢£¤,0.5,1.0,0.0
Case 3349,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3351,1,¡,¢££¤,¢£¤,0.75,1.0,0.0
Case 3357,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3358,1,¡,¢­£¤,¢£¤,0.75,0.75,0.0
Case 3360,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3362,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 337,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3372,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3373,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3376,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3382,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3398,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 34,1,¡,¢¥¥£¤,¢£¤,0.6,0.75,0.0
Case 3403,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3409,1,¡,¢¦¬¬­,¢£¤,0.19999999999999996,0.16666666666666663,0.0
Case 3413,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3416,1,¡,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3418,1,¡,¢­£¤,¢£¤,0.75,0.75,0.0
Case 3419,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3426,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3428,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 343,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3436,1,¡,¢¥¥¥¥£¤,¢£¤,0.4285714285714286,0.75,0.0
Case 3439,1,¢,£¢¥¢¥£¤,£¤,0.2857142857142857,0.5,0.0
Case 3440,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3442,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3443,1,¡,¢­£,¢£¤,0.33333333333333337,0.5,0.0
Case 3444,1,¡,¦¦¬¬­£¤,¢£¤,0.2857142857142857,0.33333333333333326,0.0
Case 3448,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3449,1,¡,¡¢¥£¤,¢£¤,0.6,0.6,0.0
Case 345,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3454,1,¡,¢¢¥£¤,¢£¤,0.6,0.75,0.0
Case 346,1,¡,¥¥£¤,¢£¤,0.5,0.5,0.0
Case 3462,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3465,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3475,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 348,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 349,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3498,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3511,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3516,1,¡,¢­£¤,¢£¤,0.75,0.75,0.0
Case 3517,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3529,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3530,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3532,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3535,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3537,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3539,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3542,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3543,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3546,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3551,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3552,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3562,1,¡,¢¥£¢£¤,¢£¤,0.5,0.75,0.0
Case 3563,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3565,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3567,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3569,1,¢,£¤,£¤,1.0,1.0,0.0
Case 3582,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3583,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3592,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3599,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3600,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3601,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 361,1,¡,¢¥£¢¥£¤,¢£¤,0.4285714285714286,0.75,0.0
Case 3613,1,¡,¢­£¤,¢£¤,0.75,0.75,0.0
Case 3614,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3634,1,¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3638,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 364,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3641,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3643,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3645,1,¡,¢­£¤,¢£¤,0.75,0.75,0.0
Case 3653,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3654,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3656,1,¡,¢¥¥£¤,¢£¤,0.6,0.75,0.0
Case 3657,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3662,1,¡,¢¥¥£¤,¢£¤,0.6,0.75,0.0
Case 3663,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3666,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3669,1,¡,¡¢¥¢­­£¤,¢£¤,0.375,0.5,0.0
Case 367,1,¡,¥¥£¤,¢£¤,0.5,0.5,0.0
Case 3670,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3673,1,¡,¢¥¢¥£¤,¢£¤,0.5,0.75,0.0
Case 3674,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3676,1,¡,¢££¤,¢£¤,0.75,1.0,0.0
Case 3678,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3688,1,¡,¡¢£¤,¢£¤,0.75,0.75,0.0
Case 3692,1,¡,£¢£¤,¢£¤,0.75,1.0,0.0
Case 3696,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 370,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3705,1,¡,¢£¢¥£¤,¢£¤,0.5,0.75,0.0
Case 3708,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3738,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 374,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3742,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3745,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3766,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3770,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3775,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3776,1,¡,¡¢¥£¤,¢£¤,0.6,0.6,0.0
Case 378,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3787,1,¡,¢¥¢£¤,¢£¤,0.6,0.75,0.0
Case 3798,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 380,1,¡,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3802,1,§,¡£¤,¡¢£¤,0.75,0.75,0.0
Case 3818,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3819,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 382,1,¡,¢¥¢­£,¢£¤,0.19999999999999996,0.4,0.0
Case 3822,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 383,1,§,¥¥,¡¢£¤,0.0,0.0,0.0
Case 3832,1,¡,¢¥¥£¢£¤,¢£¤,0.4285714285714286,0.75,0.0
Case 384,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3844,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3857,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3864,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3865,1,¡,¢­£¤,¢£¤,0.75,0.75,0.0
Case 3877,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3880,1,¡,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3884,1,¡,¢¥¢£¤,¢£¤,0.6,0.75,0.0
Case 3885,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3888,1,¡,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3890,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3896,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3898,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3899,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 39,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3905,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3912,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3913,1,¡,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3928,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3930,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3933,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3943,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3946,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3957,1,¡,¢¢£¤,¢£¤,0.75,1.0,0.0
Case 3963,1,¡,¢­­££¤,¢£¤,0.5,0.75,0.0
Case 397,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3974,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3976,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3983,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 399,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3992,1,¡,¢­£¤,¢£¤,0.75,0.75,0.0
Case 40,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4004,1,¢,££¤,£¤,0.6666666666666667,1.0,0.0
Case 4006,1,¡,¢¥¢¥£¤,¢£¤,0.5,0.75,0.0
Case 4009,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4017,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 402,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4026,1,¡,¢¥¦­£¤,¢£¤,0.5,0.5,0.0
Case 4030,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4031,1,¡,££¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4032,1,¡,¥£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 4037,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4048,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4054,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4067,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4068,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4069,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 407,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4073,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4074,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 408,1,¡,¡¢¥£¤,¢£¤,0.6,0.6,0.0
Case 4082,1,¡,¢­£¤,¢£¤,0.75,0.75,0.0
Case 4084,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4106,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4107,1,¡,¢¥¥£¤,¢£¤,0.6,0.75,0.0
Case 412,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4127,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 414,1,¡,¡¢£¤,¢£¤,0.75,0.75,0.0
Case 4145,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4147,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4149,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4154,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4156,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4160,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4161,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4162,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4165,1,¡,¡¢¥£¤,¢£¤,0.6,0.6,0.0
Case 4172,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4183,1,¡,­£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 4185,1,¡,¢­£¤,¢£¤,0.75,0.75,0.0
Case 4187,1,¡,¢¥¢¥,¢£¤,0.25,0.25,0.0
Case 4194,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4197,1,¡,¡¡¢£¤,¢£¤,0.6,0.75,0.0
Case 4206,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 421,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4212,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4241,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4248,1,¡,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4255,1,¡,¢££¤,¢£¤,0.75,1.0,0.0
Case 4257,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4259,1,¡,¢¢£¤,¢£¤,0.75,1.0,0.0
Case 4268,1,¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4269,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 427,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4282,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4300,1,¡,¢¥¥£¤,¢£¤,0.6,0.75,0.0
Case 4301,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4324,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4325,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4326,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 433,1,¡,¢¥¥£¤,¢£¤,0.6,0.75,0.0
Case 4332,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4337,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4338,1,¡,¢¥¢¥£¤,¢£¤,0.5,0.75,0.0
Case 4348,1,¡,¢­£¤,¢£¤,0.75,0.75,0.0
Case 435,1,¡,¢­£¤,¢£¤,0.75,0.75,0.0
Case 4351,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
